[02Aug2025 00:00:05.634] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Misterchuwa has made the advancement [Diamonds!]
[02Aug2025 00:02:26.134] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Misterchuwa has made the advancement [Cover Me with Diamonds]
[02Aug2025 00:02:46.883] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Misterchuwa has made the advancement [Hidden in the Depths]
[02Aug2025 00:03:57.644] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <Misterchuwa> plague
[02Aug2025 00:04:14.798] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <Misterchuwa> drecepeture
[02Aug2025 00:06:06.968] [Server thread/INFO] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: elpepe lost connection: You logged in from another location
[02Aug2025 00:06:06.969] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: elpepe left the game
[02Aug2025 00:06:07.002] [Server thread/WARN] [net.minecraft.network.Connection/]: handleDisconnection() called twice
[02Aug2025 00:06:07.008] [Server thread/INFO] [net.minecraft.server.players.PlayerList/]: elpepe[/100.71.192.84:50956] logged in with entity id 17704 at (-992.649571397266, 83.0, 545.8822436403198)
[02Aug2025 00:06:07.010] [Server thread/INFO] [ModdingLegacy/blue_skies/]: Sending ToolHandleTypeManager to elpepe
[02Aug2025 00:06:07.010] [Server thread/INFO] [ModdingLegacy/blue_skies/]: Sending SnowcapOvenFreezingManager to elpepe
[02Aug2025 00:06:07.010] [Server thread/INFO] [ModdingLegacy/blue_skies/]: Sending HorizoniteForgeFuelManager to elpepe
[02Aug2025 00:06:07.011] [Server thread/INFO] [ModdingLegacy/blue_skies/]: Sending AlchemyRecipeManager to elpepe
[02Aug2025 00:06:07.012] [Server thread/INFO] [ModdingLegacy/blue_skies/]: Sending JournalEntryManager to elpepe
[02Aug2025 00:06:07.015] [Server thread/INFO] [ModdingLegacy/blue_skies/]: Sending JournalSectionManager to elpepe
[02Aug2025 00:06:07.015] [Server thread/INFO] [ModdingLegacy/blue_skies/]: Sending JournalRequirementManager to elpepe
[02Aug2025 00:06:07.031] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: elpepe joined the game
[02Aug2025 00:18:43.306] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Misterchuwa moved wrongly!
[02Aug2025 00:26:03.342] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Misterchuwa moved wrongly!
[02Aug2025 00:26:22.764] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Misterchuwa moved wrongly!
[02Aug2025 00:27:02.134] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Misterchuwa has made the advancement [A Seedy Place]
[02Aug2025 00:29:25.709] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Misterchuwa moved wrongly!
[02Aug2025 00:30:45.637] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Misterchuwa moved wrongly!
[02Aug2025 00:37:18.862] [Server thread/INFO] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: JAGlitsh lost connection: Timed out
[02Aug2025 00:37:18.862] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: JAGlitsh left the game
[02Aug2025 00:37:18.890] [Server thread/WARN] [net.minecraft.network.Connection/]: handleDisconnection() called twice
[02Aug2025 00:37:23.784] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <Misterchuwa> g
[02Aug2025 00:38:41.303] [Server thread/INFO] [net.minecraft.server.players.PlayerList/]: JAGlitsh[/100.89.160.39:58521] logged in with entity id 24204 at (-979.7772661885423, 86.69518118536743, 578.6107580526284)
[02Aug2025 00:38:41.304] [Server thread/INFO] [ModdingLegacy/blue_skies/]: Sending ToolHandleTypeManager to JAGlitsh
[02Aug2025 00:38:41.305] [Server thread/INFO] [ModdingLegacy/blue_skies/]: Sending SnowcapOvenFreezingManager to JAGlitsh
[02Aug2025 00:38:41.305] [Server thread/INFO] [ModdingLegacy/blue_skies/]: Sending HorizoniteForgeFuelManager to JAGlitsh
[02Aug2025 00:38:41.305] [Server thread/INFO] [ModdingLegacy/blue_skies/]: Sending AlchemyRecipeManager to JAGlitsh
[02Aug2025 00:38:41.308] [Server thread/INFO] [ModdingLegacy/blue_skies/]: Sending JournalEntryManager to JAGlitsh
[02Aug2025 00:38:41.312] [Server thread/INFO] [ModdingLegacy/blue_skies/]: Sending JournalSectionManager to JAGlitsh
[02Aug2025 00:38:41.312] [Server thread/INFO] [ModdingLegacy/blue_skies/]: Sending JournalRequirementManager to JAGlitsh
[02Aug2025 00:38:41.351] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: JAGlitsh joined the game
[02Aug2025 00:40:19.008] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [JAGlitsh: Set the time to 1000]
[02Aug2025 00:43:58.535] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: JAGlitsh has made the advancement [Your First Receptacle]
[02Aug2025 00:48:00.344] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: JAGlitsh has made the advancement [Reality Can Be Whatever I Want]
[02Aug2025 01:53:37.297] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.672563662151333,4.2123480417826045,-6.771867345713417
[02Aug2025 01:53:37.298] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.6724384080680466,4.2409172594027496,-6.790441976496368
[02Aug2025 01:53:37.298] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.672308476024227,4.267652623544848,-6.808391727700382
[02Aug2025 01:53:37.298] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.672175015389257,4.292657232772228,-6.825737624727026
[02Aug2025 01:53:37.299] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.6720391739299885,4.3160301758140065,-6.842499987280007
[02Aug2025 01:53:37.299] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.671901926740247,4.3378664381469605,-6.8586984509015565
[02Aug2025 01:53:37.300] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.671764099514803,4.358256856798704,-6.874351989999013
[02Aug2025 01:53:37.300] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.671626388765617,4.377288115382896,-6.889478940112895
[02Aug2025 01:53:37.300] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.671489379376908,4.395042772542126,-6.90409701944327
[02Aug2025 01:53:37.300] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.671353424422705,4.411599317946923,-6.9182233480446484
[02Aug2025 01:53:37.301] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.671218951460105,4.427032250646818,-6.931874471395986
[02Aug2025 01:53:37.301] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.671086313343039,4.441412175371369,-6.945066377959847
[02Aug2025 01:53:37.302] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.67095579859415,4.454805912971494,-6.957814517961651
[02Aug2025 01:53:37.302] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.670827640403331,4.467276621679503,-6.97013382153682
[02Aug2025 01:53:37.302] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.670702024431193,4.4788839264473665,-6.9820387162640145
[02Aug2025 01:53:37.303] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.670579095581161,4.489684053932081,-6.993543144106297
[02Aug2025 01:53:37.303] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.670458963863894,4.499729971113311,-7.0046605777797595
[02Aug2025 01:53:37.303] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.670341709483182,4.509071525832411,-7.015404036567816
[02Aug2025 01:53:37.304] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.6702273872388105,4.517755587843112,-7.02578610160208
[02Aug2025 01:53:37.304] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.670116030339159,4.525826189162302,-7.0358189306252825
[02Aug2025 01:53:37.304] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.67000765370085,4.533324662728376,-7.045514272254877
[02Aug2025 01:53:37.305] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.669902256800924,4.540289778597241,-7.054883479766431
[02Aug2025 01:53:37.305] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.66979982614248,4.546757876989375,-7.0639375244086295
[02Aug2025 01:53:37.305] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.669700337382892,4.552762997728706,-7.07268700826944
[02Aug2025 01:53:37.306] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.669603757171899,4.558337005625617,-7.081142176708454
[02Aug2025 01:53:37.306] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.669471132981016,4.563509711547425,-7.094386134717297
[02Aug2025 01:53:37.307] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.669347788422783,4.568308988943386,-7.1166704067504725
[02Aug2025 01:53:37.307] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.6693916510685085,4.572760885686449,-7.151527659218573
[02Aug2025 01:53:37.307] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.669886370577842,4.5768897311697,-7.201867977300935
[02Aug2025 01:53:37.308] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.671248886061221,4.583218233775426,-7.270060780890162
[02Aug2025 01:53:37.308] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.674025367372451,4.593821412299519,-7.358004561347116
[02Aug2025 01:53:37.308] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.678887386668066,4.610386698784794,-7.467185871412312
[02Aug2025 01:53:37.309] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.686104316730052,4.631766833691074,-7.593682645275749
[02Aug2025 01:53:37.309] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.695911430624619,4.656972523358888,-7.734106865722424
[02Aug2025 01:53:37.310] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.708509017239521,4.685153250158493,-7.885532808363678
[02Aug2025 01:53:37.310] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.7240035852155415,4.715580269239467,-8.04544522210199
[02Aug2025 01:53:37.310] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.742379547054952,4.747631549055114,-8.21169472810925
[02Aug2025 01:53:37.311] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.76353196933087,4.7807784446952155,-8.382451703764218
[02Aug2025 01:53:37.311] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.787293878033779,4.81457391264243,-8.55616480237586
[02Aug2025 01:53:37.311] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.813456538052378,4.8486420952415585,-8.73152434511394
[02Aug2025 01:53:37.312] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.841784150072272,4.882669124793807,-8.907430188658964
[02Aug2025 01:53:37.312] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.872028246384616,4.916395008965935,-9.082962718320687
[02Aug2025 01:53:37.312] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.903936524382516,4.9496064791368894,-9.257357906654306
[02Aug2025 01:53:37.313] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.9372619626665255,4.982130691313472,-9.429984846563002
[02Aug2025 01:53:37.313] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 7.971764318059286,5.013829685357223,-9.600327580020348
[02Aug2025 01:53:37.314] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 8.008602692025306,5.044595515544927,-9.772848074581816
[02Aug2025 01:53:37.314] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 8.048764244959784,5.074345976500837,-9.951279072514353
[02Aug2025 01:53:37.315] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 8.093081103954319,5.103020856362178,-10.13872645828269
[02Aug2025 01:53:37.315] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 8.142249345423807,5.130578656714391,-10.337756719854951
[02Aug2025 01:53:37.315] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 8.196845447689157,5.1569937252071725,-10.55047261813661
[02Aug2025 01:53:37.316] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 8.257337664068473,5.18225375315987,-10.778579573054685
[02Aug2025 01:53:37.316] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 8.32409876179554,5.206357595546308,-11.023442331272236
[02Aug2025 01:53:37.316] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 8.397417249307182,5.229313375198473,-11.286134036231942
[02Aug2025 01:53:37.317] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! 8.477508645988564,5.251136837692542,-11.567478260682492
[02Aug2025 01:53:37.317] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -31.54623972788704,-0.7875020143073073,1.5068093594900347
[02Aug2025 01:53:37.317] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -31.54623972788704,-0.7875020143073073,1.5068093594900347
[02Aug2025 01:53:37.317] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -31.54623972788704,-0.7875020143073073,1.5068093594900347
[02Aug2025 01:53:37.317] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -31.54623972788704,-0.7875020143073073,1.5068093594900347
[02Aug2025 01:53:37.317] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -31.54623972788704,-0.7875020143073073,1.5068093594900347
[02Aug2025 01:53:37.317] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -31.54623972788704,-0.7875020143073073,1.5068093594900347
[02Aug2025 01:53:37.317] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -31.54623972788704,-0.7875020143073073,1.5068093594900347
[02Aug2025 01:53:37.317] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -31.54623972788704,-0.7875020143073073,1.5068093594900347
[02Aug2025 01:53:37.317] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -31.54623972788704,-0.7875020143073073,1.5068093594900347
[02Aug2025 01:53:37.317] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -31.54623972788704,-0.7875020143073073,1.5068093594900347
[02Aug2025 01:53:37.317] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -31.54623972788704,-0.7875020143073073,1.5068093594900347
[02Aug2025 01:53:37.318] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -31.54623972788704,-0.7875020143073073,1.5068093594900347
[02Aug2025 01:53:37.318] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -31.54623972788704,-0.7875020143073073,1.5068093594900347
[02Aug2025 01:53:37.318] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -31.54623972788704,-0.7875020143073073,1.5068093594900347
[02Aug2025 01:53:37.318] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -31.54623972788704,-0.7875020143073073,1.5068093594900347
[02Aug2025 01:53:37.336] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -21.724509144130025,-0.787527081010154,1.4696389708255992
[02Aug2025 01:53:37.336] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -21.724509144130025,-0.787527081010154,1.4696389708255992
[02Aug2025 01:53:37.337] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -21.597959177295706,-0.7668139914678989,1.2381191812764882
[02Aug2025 01:53:37.337] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -21.432647363801152,-0.7471843618680509,1.049356741254087
[02Aug2025 01:53:37.337] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -21.233861306676772,-0.7286073694201036,0.8975730684292103
[02Aug2025 01:53:37.338] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -21.005153011443326,-0.7110491904482501,0.7780352401141499
[02Aug2025 01:53:37.338] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -20.748860605059235,-0.6944737778385672,0.6866966010888973
[02Aug2025 01:53:37.339] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -20.466497659559536,-0.6788435232024028,0.6199395560265657
[02Aug2025 01:53:37.339] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -20.159046224331178,-0.6641198184771326,0.5744676273038749
[02Aug2025 01:53:37.339] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -19.832171323756484,-0.6502635293665548,0.5464328744160412
[02Aug2025 01:53:37.340] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -19.49056993369777,-0.6372353922243406,0.5326550038830646
[02Aug2025 01:53:37.340] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -19.138174019805774,-0.6249963442588751,0.5304954420953436
[02Aug2025 01:53:37.340] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -18.778290785108766,-0.6135077957693511,0.5377568589124166
[02Aug2025 01:53:37.341] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -18.413707443967724,-0.6027318522070289,0.5526072105462845
[02Aug2025 01:53:37.341] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -18.04677397323576,-0.592631492938466,0.5735238619522534
[02Aug2025 01:53:37.341] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -17.67946846347695,-0.5831707126399692,0.5992396317878956
[02Aug2025 01:53:37.342] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -17.313451552865445,-0.5743146305841833,0.6287016862233941
[02Aug2025 01:53:37.342] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -16.950112111019735,-0.5660295724771345,0.6610377926749607
[02Aug2025 01:53:37.343] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -16.590605160298765,-0.5582831288261616,0.6955233468538609
[02Aug2025 01:53:37.343] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -16.23588503432711,-0.5510441934700339,0.7315589695190283
[02Aug2025 01:53:37.344] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -15.88673346366977,-0.5442829852904083,0.7686495780985751
[02Aug2025 01:53:37.344] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -15.543784342386061,-0.5379710558070201,0.8063909525203599
[02Aug2025 01:53:37.345] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -15.207543949318278,-0.532081285044427,0.8444504982917351
[02Aug2025 01:53:37.345] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -14.878409529683267,-0.5265878676532907,0.882558843572042
[02Aug2025 01:53:37.345] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -14.556684286773816,-0.5214662911094763,0.9204951316437473
[02Aug2025 01:53:37.346] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -14.242591805853408,-0.5166933074746112,0.9580850428233134
[02Aug2025 01:53:37.346] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -13.936286993811336,-0.5122469000495187,0.9951878756619408
[02Aug2025 01:53:37.347] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -13.637866370949268,-0.5081062460629653,1.0316915588573465
[02Aug2025 01:53:37.347] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -13.347376955377513,-0.504251676358507,1.0675083448859368
[02Aug2025 01:53:37.347] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -13.064823967893972,-0.500664632893006,1.1025712743635268
[02Aug2025 01:53:37.348] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -12.790177753648095,-0.4973276247900458,1.1368331838507402
[02Aug2025 01:53:37.348] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -12.523378785924251,-0.4942241835033201,1.1702584001768628
[02Aug2025 01:53:37.348] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -12.26434270878326,-0.4913388176112221,1.202821167620641
[02Aug2025 01:53:37.349] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -12.012964975023351,-0.4886569676552881,1.2345065199610872
[02Aug2025 01:53:37.349] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -11.76912449608244,-0.4861649613755219,1.2653083594414056
[02Aug2025 01:53:37.350] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -11.532686507237486,-0.48384996961883076,1.295225750879581
[02Aug2025 01:53:37.350] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -11.303505603482336,-0.4816999631554211,1.3242641218216704
[02Aug2025 01:53:37.350] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -11.081427539432298,-0.4797036705861615,1.3524300448079885
[02Aug2025 01:53:37.351] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -10.86629209527382,-0.47785053748577866,1.3797371215919156
[02Aug2025 01:53:37.351] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -10.657933942992713,-0.4761306868902295,1.406198636705085
[02Aug2025 01:53:37.352] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Warship (vehicle of elpepe) moved too quickly! -10.456184456063966,-0.4745348812101611,1.431829634404039
